iter	Logloss
222	0.03244076411
223	0.03222787221
224	0.03213516235
225	0.03211631139
226	0.03177610715
227	0.03148664474
228	0.03131294568
229	0.03109327316
230	0.03094312986
231	0.0308273379
232	0.03055091222
233	0.03033448219
234	0.03025151889
235	0.03005846024
236	0.02987882932
237	0.02980190277
238	0.0297009786
239	0.02966355006
240	0.02946833293
241	0.02913549423
242	0.02886877696
243	0.02873556455
244	0.02863221804
245	0.02834057808
246	0.02810770671
247	0.02799400965
248	0.02775101344
249	0.02760093689
250	0.02736753464
251	0.02712195079
252	0.0270198218
253	0.02689788818
254	0.02681228638
255	0.02658344428
256	0.02642377853
257	0.0262035799
258	0.02606345018
259	0.02595142365
260	0.02582259973
261	0.02563610077
262	0.0255712382
263	0.02537522634
264	0.02523500443
265	0.02506042798
266	0.0249443086
267	0.0247886308
268	0.02469061216
269	0.02456120809
270	0.02444420497
271	0.02427110195
272	0.02412182172
273	0.02403887431
274	0.02383212884
275	0.02379620552
276	0.02375709057
277	0.02354955037
278	0.02352285067
279	0.02342829069
280	0.02329810143
281	0.02315559705
282	0.023025376
283	0.02295921167
284	0.02274261475
285	0.02263856888
286	0.02259052912
287	0.02252760092
288	0.02231155713
289	0.02220314344
290	0.02208516757
291	0.02198999087
292	0.02188230515
293	0.0217641449
294	0.0216308562
295	0.02155774275
296	0.02139007409
297	0.02127795219
298	0.02108372688
299	0.02089189212
300	0.02084361235
301	0.02083003362
302	0.02067369779
303	0.02050963402
304	0.02040104707
305	0.02034391403
306	0.02024034977
307	0.0201561149
308	0.02005791028
309	0.01995682716
310	0.01986556053
311	0.01980298837
312	0.01976349036
313	0.01966780345
314	0.01956465085
315	0.01945967038
316	0.01932293892
317	0.01919466178
318	0.01912080765
319	0.01898912589
320	0.01886198044
321	0.01877369563
322	0.01866984049
323	0.01857841492
324	0.01847392559
325	0.01839203199
326	0.01822939873
327	0.01811893145
328	0.01801432133
329	0.01800848325
330	0.01799904505
331	0.01788205306
332	0.01781405131
333	0.01771939437
334	0.01766551971
335	0.0176571846
336	0.01754972617
337	0.01750563939
338	0.01740010262
339	0.01730008125
340	0.01720780849
341	0.01715133349
342	0.01707047304
343	0.01697828929
344	0.01687541644
345	0.01678046862
346	0.01674235185
347	0.01664924781
348	0.01656031609
349	0.01646597862
350	0.01635255973
351	0.0162714227
352	0.01614204089
353	0.01607155005
354	0.01605068207
355	0.01595983187
356	0.01594785055
357	0.0158476766
358	0.01582579613
359	0.015746123
360	0.01572764079
361	0.01568179607
362	0.01551573118
363	0.01542994022
364	0.01537682533
365	0.01529507319
366	0.01528235435
367	0.01519176165
368	0.01515066147
369	0.01499825795
370	0.01496756713
371	0.01487958749
372	0.01487145424
373	0.0147843345
374	0.01468407631
375	0.01463374297
376	0.01459565798
377	0.01449500084
378	0.01448612531
379	0.01442379316
380	0.01437218348
381	0.01429718018
382	0.01421302795
383	0.0141428407
384	0.01407612165
385	0.01398934046
386	0.01393286705
387	0.01386627197
388	0.01380859852
389	0.01374563694
390	0.01369359493
391	0.01363311291
392	0.01357646624
393	0.01351724625
394	0.01350109895
395	0.01346966108
396	0.01346961975
397	0.01341563861
398	0.01341559728
399	0.01333218733
400	0.01327374061
401	0.01320106506
402	0.01313312213
403	0.01309057395
404	0.01302060445
405	0.01293733358
406	0.01290740013
407	0.0128850317
408	0.01280867736
409	0.01280862888
410	0.01276875655
411	0.01275865555
412	0.01268409093
413	0.01267510891
414	0.01262682279
415	0.01255545378
416	0.01248265346
417	0.01241909504
418	0.01237521887
419	0.01232424577
420	0.01232428869
421	0.0122892189
422	0.01222774744
423	0.01214858055
424	0.0121346728
425	0.01211370786
426	0.01205332677
427	0.01201824824
428	0.01200857957
429	0.01195569674
430	0.01191784859
431	0.01184208075
432	0.01180407206
433	0.01175460339
434	0.01173405647
435	0.01170441945
436	0.01165751934
437	0.01165735881
438	0.01163178444
439	0.01156011422
440	0.01153032462
441	0.01153033733
442	0.01147768259
443	0.01145153046
444	0.01142256975
445	0.01139117877
446	0.01137796561
447	0.01133100669
448	0.01133105278
449	0.01132056713
450	0.01127173901
451	0.01125457843
452	0.01123921871
453	0.01123453458
454	0.0111718448
455	0.01114375353
456	0.01110876799
457	0.01104830265
458	0.0109932518
459	0.01095386187
460	0.01090631962
461	0.01088841518
462	0.01085430781
463	0.01081961473
464	0.01077081124
465	0.01074282328
466	0.01071479797
467	0.01070468028
468	0.01069554329
469	0.01069548289
470	0.01065767606
471	0.01063585917
472	0.01060552359
473	0.01058792273
474	0.01056398074
475	0.01055080732
476	0.01050979535
477	0.01048245351
478	0.01046937625
479	0.01046067397
480	0.01045893431
481	0.01041931311
482	0.01038808505
483	0.01033661604
484	0.01025839647
485	0.01025838534
486	0.01022080183
487	0.01019633134
488	0.01016370694
489	0.01014175097
490	0.01010597865
491	0.01009931485
492	0.0100615104
493	0.01004194578
494	0.01001575788
495	0.009987757206
496	0.009974930286
497	0.009954627355
498	0.009943047365
499	0.009909380277
500	0.009904520512
501	0.009861403306
502	0.00983186245
503	0.009831887881
504	0.009811455409
505	0.009790535768
506	0.009743951162
507	0.009702302615
508	0.009702257315
509	0.009671865304
510	0.009671837489
511	0.009631445408
512	0.009582149982
513	0.009525895119
514	0.009507569472
515	0.009471288522
516	0.009425180753
517	0.00936327378
518	0.009305108388
519	0.009274842739
520	0.009236968358
521	0.009211920102
522	0.00917277813
523	0.009172735214
524	0.009148243268
525	0.009098329544
526	0.009055506388
527	0.009039789041
528	0.009012788137
529	0.00901278019
530	0.008991982937
531	0.008972118696
532	0.008951350848
533	0.008922311465
534	0.008890829086
535	0.008890781403
536	0.008865964413
537	0.008844470978
538	0.008825089137
539	0.008797054291
540	0.008777307669
541	0.008741367658
542	0.008714497884
543	0.008692183495
544	0.008656728268
545	0.008641112645
546	0.008641016483
547	0.008614427249
548	0.008614428838
549	0.00859966437
550	0.008583318392
551	0.0085648187
552	0.008546913465
553	0.008543731372
554	0.008487600485
555	0.008459544182
556	0.008455856641
557	0.008428433736
558	0.008428436915
559	0.008417491913
560	0.008402345181
561	0.008390479883
562	0.008387064934
563	0.008367809455
564	0.008363613288
565	0.008353967667
566	0.008338367144
567	0.008320159912
568	0.008310526212
569	0.008282120228
570	0.008261005878
571	0.008219134013
572	0.008218939304
573	0.008200345039
574	0.008181854089
575	0.008180944125
576	0.00815680027
577	0.008142412504
578	0.00814239502
579	0.00811470588
580	0.008108185927
581	0.008108183543
582	0.00810816288
583	0.00809583505
584	0.008095858892
585	0.008076640765
586	0.008058656057
587	0.008056276639
588	0.008026667436
589	0.00799284935
590	0.007965303262
591	0.007943142255
592	0.007937983672
593	0.007918549379
594	0.007889949481
595	0.007883560658
596	0.0078611811
597	0.007849920591
598	0.007845250765
599	0.007835372289
600	0.007809584141
601	0.007802082698
602	0.007781572342
603	0.007770776749
604	0.007761573792
605	0.007750103474
606	0.007725118001
607	0.007707853317
608	0.00768453757
609	0.007656341394
610	0.007624251048
611	0.007616213957
612	0.007616240184
613	0.007588655154
614	0.007574830055
615	0.007569801013
616	0.007552660306
617	0.007536589305
618	0.007533461253
619	0.007502291203
620	0.007502264977
621	0.007482989629
622	0.007462026278
623	0.007462026278
624	0.007442242304
625	0.007433055242
626	0.007406895955
627	0.007392717203
628	0.007355195681
629	0.007354594072
630	0.007325054804
631	0.007322066625
632	0.007301534017
633	0.007268481255
634	0.007250997225
635	0.007250978152
636	0.007232029438
637	0.007227673531
638	0.007227670352
639	0.007218326728
640	0.007200675011
641	0.007189157009
642	0.007165443897
643	0.007145262559
644	0.007145258586
645	0.007145258586
646	0.007136297226
647	0.007136302789
648	0.007133520444
649	0.007116494179
650	0.007111064593
651	0.007102924188
652	0.007090031306
653	0.007068843842
654	0.007051241398
655	0.007036648591
656	0.007005688349
657	0.007000776132
658	0.006982088884
659	0.006967833042
660	0.006952288151
661	0.006937853495
662	0.006925374667
663	0.006912261645
664	0.006897498767
665	0.006876597404
666	0.006869671345
667	0.00685350736
668	0.006836031278
669	0.006815970739
670	0.006797776222
671	0.00679776907
672	0.006797772249
673	0.006785720189
674	0.006785720189
675	0.006763776938
676	0.00676375548
677	0.006763730844
678	0.006751166185
679	0.006741422812
680	0.006728754044
681	0.006725168228
682	0.006714744568
683	0.006714733442
684	0.006690642834
685	0.006677246094
686	0.006677210331
687	0.00666210254
688	0.006659786701
689	0.006644691626
690	0.006616330942
691	0.006616290013
692	0.006597532431
693	0.006591017246
694	0.006583206256
695	0.006573062738
696	0.006551814477
697	0.006539255381
698	0.00652376771
699	0.006518663168
700	0.006499319077
701	0.00649015069
702	0.006465932528
703	0.006456402143
704	0.00643421491
705	0.006413972378
706	0.006413958867
707	0.006413970788
708	0.006404239337
709	0.006394531329
710	0.006372776826
711	0.006352500518
712	0.006332842509
713	0.006332850059
714	0.006323677699
715	0.006307989756
716	0.006307971478
717	0.006307957967
718	0.006293478807
719	0.006277790864
720	0.006269710859
721	0.006260665258
722	0.006247828404
723	0.006237309376
724	0.006237297058
725	0.006229575475
726	0.006216274103
727	0.006198088328
728	0.006189366976
729	0.006174640656
730	0.006174662113
731	0.006165041129
732	0.006157827377
733	0.006147615512
734	0.00614761432
735	0.006143936714
736	0.006128941377
737	0.00611719807
738	0.006113817294
739	0.006104331414
740	0.006099213362
741	0.00608175079
742	0.006081752777
743	0.006069755157
744	0.006052103043
745	0.006052049001
746	0.00604160428
747	0.006028035084
748	0.006021098296
749	0.005999931494
750	0.005988010565
751	0.005982265472
752	0.005965499878
753	0.00595887502
754	0.00595878005
755	0.005945349932
756	0.00594534874
757	0.005924799442
758	0.005921111107
759	0.005907729467
760	0.005907709996
761	0.005886454582
762	0.00586568594
763	0.005851726532
764	0.005832496484
765	0.005814818541
766	0.005803343058
767	0.005794055462
768	0.005785390933
769	0.005785388152
770	0.00578028361
771	0.005780156453
772	0.005764434338
773	0.005756098429
774	0.005755933921
775	0.005755921602
776	0.005745060444
777	0.005739329656
778	0.005729247729
779	0.005726246834
780	0.005726274252
781	0.005709425211
782	0.00569720904
783	0.005681053003
784	0.0056655399
785	0.00566552798
786	0.005662589868
787	0.005654370387
788	0.005645231009
789	0.005636249781
790	0.005625619094
791	0.005608450572
792	0.005595220725
793	0.005595228275
794	0.005590735277
795	0.005590223471
796	0.005579290787
797	0.005570032199
798	0.005559676488
799	0.005552821954
800	0.005552810828
801	0.005552784204
802	0.005552742481
803	0.005537515481
804	0.005535126527
805	0.005532180468
806	0.005527234077
807	0.005514568488
808	0.005504613717
809	0.005502870878
810	0.005502853394
811	0.005491073926
812	0.005470738411
813	0.005460261901
814	0.005443421205
815	0.005443421205
816	0.005429751873
817	0.005421404044
818	0.005407084227
819	0.005404935678
820	0.005404918194
821	0.005404917399
822	0.005395878553
823	0.005385872523
824	0.005382315715
825	0.005378062725
826	0.005374743938
827	0.005374685129
828	0.005365668933
829	0.005353026787
830	0.005353016853
831	0.005352986654
832	0.005352989038
833	0.005345396201
834	0.00534181277
835	0.005331365267
836	0.005317715406
837	0.005317723751
838	0.005305383205
839	0.005293949445
840	0.005293948253
841	0.005279889107
842	0.005276396275
843	0.005276424885
844	0.00527624925
845	0.005270884037
846	0.005270855029
847	0.005270828406
848	0.005261854331
849	0.005250291427
850	0.005250283082
851	0.005250277122
852	0.005233585835
853	0.005220959981
854	0.005220959981
855	0.005220959981
856	0.005220946471
857	0.005212390423
858	0.005206561089
859	0.005189921459
860	0.005189909935
861	0.005180243254
862	0.005169601043
863	0.005169575214
864	0.005169546604
865	0.005155449311
866	0.005155460437
867	0.005155280034
868	0.005150319735
869	0.005147959789
870	0.005136473179
871	0.00513632218
872	0.005129229625
873	0.005118060907
874	0.005113265514
875	0.005105159283
876	0.005093025366
877	0.005089273055
878	0.005089273055
879	0.005089276632
880	0.005081069469
881	0.005081070264
882	0.005070729256
883	0.005062197844
884	0.005054221948
885	0.005038901567
886	0.005034531752
887	0.005034518639
888	0.005028264125
889	0.005028244654
890	0.005020600557
891	0.005018261274
892	0.005010058085
893	0.004994059404
894	0.004981961648
895	0.004980803331
896	0.004980750481
897	0.004970775445
898	0.004970791737
899	0.004964183172
900	0.004959950447
901	0.004945100149
902	0.004945100943
903	0.004927858114
904	0.004913026094
905	0.004912998676
906	0.004902859926
907	0.00490281105
908	0.004902652899
909	0.004902629058
910	0.00490261356
911	0.004900000095
912	0.004899974664
913	0.00489994208
914	0.004887984196
915	0.004884800911
916	0.004874556859
917	0.004874495665
918	0.00486663421
919	0.004866642952
920	0.004866640568
921	0.004855383237
922	0.004855391979
923	0.004846824805
924	0.004846771955
925	0.004846679767
926	0.004835631847
927	0.004835567077
928	0.004824381669
929	0.004818675518
930	0.0048141102
931	0.004813917081
932	0.004801471233
933	0.004784523249
934	0.004784481923
935	0.00478149732
936	0.004771854877
937	0.004771664143
938	0.004771382809
939	0.004771382809
940	0.004770088196
941	0.004770089785
942	0.004769605398
943	0.00476942579
944	0.00476834019
945	0.004754057725
946	0.004747676849
947	0.004738836288
948	0.004738825957
949	0.004738815626
950	0.004724733035
951	0.004724740585
952	0.00471817414
953	0.00471785148
954	0.004707183043
955	0.004701371193
956	0.00468807141
957	0.004680579901
958	0.004680560033
959	0.004680550893
960	0.004678490559
961	0.004668558041
962	0.004668564796
963	0.004661920865
964	0.004661919276
965	0.004661872387
966	0.004654070934
967	0.004653931459
968	0.004653927485
969	0.004653906027
970	0.004653756618
971	0.004653759797
972	0.004642769496
973	0.004642748833
974	0.00463101387
975	0.004631001155
976	0.004630957445
977	0.004630957445
978	0.004623674154
979	0.0046235466
980	0.004619675477
981	0.004609014988
982	0.004593286912
983	0.00459328572
984	0.004593159755
985	0.00458433191
986	0.004584315618
987	0.004584328334
988	0.004572726091
989	0.004562386672
990	0.00456237634
991	0.004562249184
992	0.004562259515
993	0.004549728235
994	0.004549720287
995	0.00454735597
996	0.004547350009
997	0.004547270934
998	0.004547172387
999	0.004534992377
